City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
506,fort saskatchewan,53.7168,-113.2187,21.54,73,4,2.33,CA,1693381938
507,mana,5.6592,-53.7767,25.38,90,8,2.74,GF,1693381938
508,jumla,29.2747,82.1838,25.27,50,7,3.88,NP,1693381939
509,sao jose da coroa grande,-8.8978,-35.1478,24.56,83,47,4.06,BR,1693381939
510,diebougou,10.9667,-3.25,24.41,82,3,3.34,BF,1693381940
511,zalingei,12.9096,23.4741,24.15,71,100,1.37,SD,1693381863
512,changde,29.0464,111.6783,29.4,58,100,3.98,CN,1693381940
513,chivhu,-19.0211,30.8922,14.86,52,37,5.1,ZW,1693381941
514,marquette,46.5333,-87.6335,11.3,81,0,0.45,US,1693381941
515,ust'-kut,56.7938,105.7672,29.87,40,6,2.31,RU,1693381942
516,cidreira,-30.1811,-50.2056,12.66,93,3,2.62,BR,1693381942
517,exu,-7.5119,-39.7242,19.88,78,0,0.81,BR,1693381942
518,namibe,-15.1961,12.1522,21.12,81,71,2.29,AO,1693381943
519,paripiranga,-10.6875,-37.8617,20.96,84,100,3.54,BR,1693381943
520,debesy,57.6529,53.8049,15.9,41,44,6.61,RU,1693381944
521,sola,-13.8833,167.55,25.44,89,99,2.61,VU,1693381944
522,viedma,-40.8135,-62.9967,13.47,44,98,8.8,AR,1693381944
523,svetlyy,54.675,20.1347,21.09,93,100,3.86,RU,1693381945
524,urengoy,65.9667,78.3667,12.59,63,100,2.18,RU,1693381945
525,sandnessjoen,66.0217,12.6316,13.06,82,75,1.54,NO,1693381946
526,kamyzyak,46.11,48.0736,25.01,27,20,2.0,RU,1693381946
527,mayskiy,47.6931,40.1025,22.67,17,4,4.39,RU,1693381946
528,antigonish,45.6169,-61.9986,19.64,99,100,2.22,CA,1693381947
529,aripuana,-9.1667,-60.6333,26.17,62,86,0.31,BR,1693381947
530,konarka,19.9,86.1167,34.22,52,24,2.56,IN,1693381949
531,kiruna,67.8557,20.2251,12.51,71,9,2.57,SE,1693381949
532,male,4.1748,73.5089,30.97,70,75,4.63,MV,1693381802
533,colonia,50.9333,6.95,18.86,76,0,3.09,DE,1693381717
534,meadow lakes,61.6247,-149.6011,11.17,95,100,0.0,US,1693381950
535,paradip garh,20.3167,86.6167,33.55,51,22,4.22,IN,1693381782
536,ampanihy,-24.7,44.75,24.46,37,0,6.35,MG,1693381951
537,cole harbour,44.6724,-63.4751,20.1,97,100,0.45,CA,1693381952
538,kargat,55.1956,80.2811,24.22,42,10,6.67,RU,1693381952
539,perry,37.2506,-83.1999,22.1,94,20,1.16,US,1693381953
540,abu al matamir,30.9102,30.1744,29.27,34,0,2.35,EG,1693381953
541,nagram,26.6167,81.1333,34.03,42,11,3.91,IN,1693381845
542,kosti,13.1629,32.6635,25.71,72,100,8.83,SD,1693381954
543,cestos city,5.46,-9.5828,25.06,86,100,3.48,LR,1693381954
544,monte azul,-15.155,-42.8747,20.48,86,7,1.44,BR,1693381955
545,ara nova,41.9273,12.2397,22.31,73,20,3.6,IT,1693381955
546,castillos,-34.1667,-53.8333,7.87,94,0,1.71,UY,1693381956
547,ranau,5.9538,116.6641,26.78,82,100,1.06,MY,1693381752
548,ciudad del este,-25.5167,-54.6167,16.34,82,0,2.06,PY,1693381953
549,mourmelon-le-grand,49.1326,4.3642,15.48,94,100,1.54,FR,1693381957
550,ratnagiri,16.9833,73.3,28.83,72,21,3.78,IN,1693381957
551,nelson bay,-32.7167,152.15,21.03,76,100,4.47,AU,1693381958
552,impfondo,1.6381,18.0667,28.67,59,24,1.28,CG,1693381958
553,mont-laurier,46.5501,-75.4993,15.79,93,100,2.04,CA,1693381959
554,duncan,34.5023,-97.9578,23.92,65,0,1.54,US,1693381705
555,kuqa,41.7278,82.9364,31.8,14,0,6.24,CN,1693381959
